Medicare ID,Year,Facility,Address,City,Zip,Health Service Area,FEIN Number,Legal Entity Owner,Ownership,Administrator,Medical Director Name,Property Owner 1,Property Owner 1 Address,Property Owner 1 City,Property Owner 2,Property Owner 2 Address,Property Owner 2 City,Property Owner 3,Related Entity 1,Related Entity 1 Relationship,Related Entity 1 Interest,Related Entity 2,Related Entity 2 Relationship,Related Entity 2 Interest,Related Entity 3,Related Entity 3 Relationship,Related Entity 3 Interest,Related Entity 4,Related Entity 4 Relationship,Related Entity 4 Interest,Related Entity 5,Related Entity 5 Relationship,Related Entity 5 Interest,Full-Time Work Week,Regsitered Nurse FTE,Dialysis Technician FTE,Dietician FTE,Social Worker FTE,LPN FTE,Other Health FTE,Other Non-Health FTE,Total Employees,Personnel Comments,Authorized Stations Start,Certified Stations Start,Authorized Stations End,Certified Stations End,Peak Station Operated,Stations Setup October,Isolation Stations October,In-Center Treatments,Average Treatment Time,Number of Missed Patients,Shifts Monday,Shifts Tuesday,Shifts Wednesday,Shifts Thursday,Shifts Friday,Shifts Saturday,Shifts Sunday,Incenter Nocturnal Dialysis,Hours of Operation Oct 1,Hours of Operation Oct 2,Hours of Operation Oct 3,Hours of Operation Oct 4,Hours of Operation Oct 5,Hours of Operation Oct 6,Hours of Operation Oct 7,Patients Treated Oct 1,Patients Treated Oct 2,Patients Treated Oct 3,Patients Treated Oct 4,Patients Treated Oct 5,Patients Treated Oct 6,Patients Treated Oct 7,Beginning Patients,Ending Patients,Total Patients Treated,Number of New Patients,Number of Transient Patients,Number Patients Re-Started,Number Post-Transplant,Number Recovered,Number of Transplant Recipients,Number Transferred,Number Voluntarily Discontinued,Number Lost to Follow-up,Number of Patients Died,Medicare Patients,Medicaid Patients,Other Public Patients,Private Insurance Patients,Private Pay Patients,Charity Patients,Total Patients Payment,Male Patients Under 14,Female Patients Under 14,Total Under 14,Male Patients 15-44,Female Patients 15-44,Total 15 to 44,Male Patients 45-64,Female Patients 45-64,Total 45 to 64,Male Patients 65-74,Female Patients 65-74,Total 65 to 74,Male Patients 75 and Over,Female Patients 75 and Over,Total 75 and Over,Total Males Age,Total Females Age,Total Patients Age,Asian Patients,American Indian Patients,Black African Patients,Hawaiian Pacific Patients,White Patients,Unknown Race Patients,Total Residents Race,Hispanic Latino Patients,Non-Hispanic Latino Patients,Unknown Ethnicity Patients,Total Residents by Ethnicity,Starting Date,Ending Date,Source of Financial Data,Total Capital Expenditures,Project 1,Project 1 Amount Obligated,Project 1 Financing,Project 1 CON Number,Project 2,Project 2 Amount Obligated,Project 2 Financing,Project 2 CON Number,Project 3,Project 3 Amount Obligated,Project 3 Financing,Project 3 CON Number,Project 4,Project 4 Amount Obligated,Project 4 Financing,Project 4 CON Number,Project 5,Project 5 Amount Obligated,Project 5 Financing,Project 5 CON Number,Project 6,Project 6 Amount Obligated,Project 6 Financing,Project 6 CON Number,Project 7,Project 7 Amount Obligated,Project 7 Financing,Project 7 CON Number,Project 8,Project 8 Amount Obligated,Project 8 Financing,Project 8 CON Number,Project 9 Amount Obligated,Project 10 Amount Obligated,Long-Term Debt,Net Revenue - Medicare,Net Revenue - Medicaid,Net Revenue - Other Public,Net Revenue - Private Insur,Net Revenue - Private Pay,Total Revenue,Medicare Check,Medicaid Check,Other Public Check,Private Insurance Check,Private Pay Check,Actual Cost of Charity Care,Charity Check,Covid,Contact Person,Contact Person Title,Contact Person Telephone,Contact Person Email,Person Certifying,Certifier Title,Certification Date,Comments,Total Treatments
14-2873,2023,SAH DIALYSIS CENTER AT 26TH STREET,3059 W 26TH ST.,Chicago,60623,6,51-0217097,SAINT ANTHONY HOSPITAL,Non-Profit Church-Related,Raquel Prendkowski,DR. IZABELLA GURAU,Chicago Title lAND # 22630,3059 W 26th St.,"Chicago, IL 60623",,,,,,,,,,,,,,,,,,,,40,2.75,4.75,0.5,0.5,0,1,1,10.5,"Other Health Related Professionals - Medical Director
Other Non-Health Related Professionals - Biomed and Coordinator",15,15,15,15,15,14,0,210,368,3,3,2,3,2,2,2,0,No,0,14,10.5,14,10.5,10.5,10.5,0,21,10,20,9,21,12,38,41,60,20,1,0,1,1,3,11,0,0,5,34,17,0,9,0,0,60,0,0,0,4,4,8,12,6,18,15,7,22,2,10,12,33,27,60,0,0,11,0,0,49,60,49,11,0,60,7/1/2022,6/30/2023,Review/Compilation of Financial Statements,"$2,061,213.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,690859,233251,,1309427,,2233537,34,17,0,9,0,0,0,,,,,,,,,,5155
14-2585,2023,Salt Creek,196 W North Ave,Villa Park,60181,7,1912482654,Davita Salt Creek Dialysis,For Profit Corporation,Kristina Lopez,Facility Administrator,"Aetna OL, LLC c/o National Shopping",200 W Madison St STE 4200,"Chicago, IL 60606-3465",,,,,,,,,,,,,,,,,,,,35,2,4.5,0.5,0.5,0,0,1.5,9,"Facility Admnistrator
Biomed",12,12,12,12,12,12,1,225,14,3,3,0,3,0,3,0,0,No,0,11,0,11,0,11,0,0,25,0,25,0,25,0,26,27,54,15,13,0,1,1,2,18,1,0,1,40,7,0,4,0,2,53,0,0,0,3,0,3,10,6,16,9,4,13,13,8,21,35,18,53,3,8,9,0,41,0,61,17,0,0,17,1/2/2023,12/31/2023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,712354.97,26342.61,445118.09,340323.9,,1524139.57,40,7,0,4,0,5670,2,,,,,,,,,,3874
14-2869,2023,Shiloh Davita,1095 North Green Mount Road,Belleville,62221,11,953372911,Total Renal Care,For Profit Corporation,Tracy Doht,Rashid Dalal,Therkeld Family Investment LLC,1095 North Green Mount Road,"Belleville, IL 62221",,,,,,,,,,,,,,,,,,,,40,3,60,0.5,0.5,0,0,0,64,"1 Administrative Administrator
1 Biomed",16,16,16,16,16,16,1,210,731,5,3,2,3,2,3,2,0,Off,0,15,12,15,12,15,12,0,33,22,31,22,32,21,54,65,92,15,8,1,0,1,3,1,3,0,10,70,0,3,19,0,0,92,0,0,0,2,3,5,30,16,46,13,7,20,6,15,21,51,41,92,0,0,59,0,32,1,92,1,91,,92,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$70,617.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219690.67,0,1616305.29,1068165.62,,3904161.58,70,0,3,19,0,0,0,,,,,,,,,,8399
14-2668,2023,Springfield Montvale,2930 Montvale Dr. Suite A,Springfield,62704,3,62-1323090,DVA Renal Health Inc.,For Profit Corporation,Quawan Sutton,Oritsegbubemi Adekola,Marriott Properties,205 W. Isles,"Springfield, Illinois  62704",,,,,,,,,,,,,,,,,,,,,3.42,1,0.4,0,0,0,1,5.82,FA,17,17,17,17,17,17,0,210,436,2,2,1,2,1,2,1,0,No,0,11,0,11,0,11,0,0,23,0,19,0,22,0,42,32,31,19,5,3,0,7,3,7,2,0,8,40,98,0,3,0,1,142,0,0,0,1,4,5,13,8,21,5,9,14,9,5,14,28,26,54,0,0,16,0,26,0,42,0,1,0,1,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$222,163.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,725897.15,20344.36,631053.01,151074,,1528368.52,40,98,0,3,0,14400,1,,,,,,,,,,4678
14-2715,2023,Stonecrest,1302 E State St,Rockford,61104,1,95-3372911,,For Profit Corporation,Lien Nguyen,Joanna Niemiec,"Lilibridge Healthcare  Services, Inc",353 N. Clark St Suite 3300,"Chicago, IL 60654",,,,,,,,,,,,,,,,,,,,40,2.5,9,0.6,0.6,0,1,1.3,15,"Other Healthcare Professional: FA
Other Non- Healthcare Professional: 1 AA, 0.3 BSS",12,12,12,12,12,12,0,4,478,3,3,2,3,2,3,2,0,No,0,16,13,16,13,16,13,0,32,23,30,22,32,22,67,57,82,14,3,0,0,1,2,14,3,0,5,25,6,46,4,0,1,82,0,0,0,5,4,9,26,7,33,10,13,23,7,10,17,48,34,82,1,0,35,1,45,0,82,19,63,0,82,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$14,181.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,880094.46,79551,1516218,657076,0,3132939.46,25,6,46,4,0,18000,1,,,,,,,,,,8566
14-2835,2023,Stony Island,8725 S. Stony Island Ave.,Chicago,60617,6,95-3372911,Total Renal Care Inc.,For Profit Corporation,Ashley Frias,Nicole Stankus,Tiebout IL LLC,109 Montgomery,"Scarsdale, NY 10583",,,,,,,,,,,,,,,,,,,,40,4,7,1,1,0,1,1,15,"1- Biomed
1- Administrative Assistant",32,32,32,32,32,32,2,3.29,980,2,2,2,2,2,2,2,0,No,0,11,11,11,11,11,11,0,43,41,41,38,44,38,102,87,107,14,0,5,0,0,4,23,1,1,8,60,34,10,3,0,0,107,0,0,0,5,5,10,10,7,17,15,15,30,20,30,50,50,57,107,0,0,106,0,1,0,107,1,106,0,107,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$17,823.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2182183.7,127699.07,1853676.22,581304.36,0,4744863.35,60,34,10,3,0,0,0,,,,,,,,,,12740
14-2666,2023,Taylorville Davita,901 W Spresser,Taylorville,62568,3,10,DVA Renal Healthcare INC,For Profit Corporation,Chauntae Stubbs,Dr Muhammad Qaseem,Richmar LLC,308 N Madison,"Taylorville, Il 62568",,,,,,,,,,,,,,,,,,,,35,1.5,3,0.5,0.5,0,0,0.5,6,Part time Biomed Tech,12,12,12,12,12,12,1,210,220,3,3,0,3,0,3,0,0,No,0,12,0,12,0,12,0,0,27,0,28,0,27,0,29,32,47,15,3,0,0,1,1,5,4,0,5,41,3,0,2,0,1,47,0,0,0,2,2,4,8,8,16,8,9,17,7,3,10,25,22,47,0,0,2,0,0,0,2,0,47,0,47,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$6,709.82",IOT Gateway Device,880.83,Capitalized,,*A2931 CNU MR36 Hardware,1085.76,Capitalized,,*A2931 CNU MR36 Hardware,369.73,Capitalized,,*A2931 CNU MR36 Hardware,369.73,Capitalized,,*A2931 CNU MR36 Hardware,369.73,Capitalized,,*A2931 CNU MS120-48LP Hardware,1817.02,Capitalized,,*A2931 CNU MS120-48LP Hardware,1817.02,Capitalized,,,,,,,,0,546999.6,6025.87,649955.4,87766.79,0,1290747.66,41,3,0,2,0,9360,1,,,,,,,,,,4231
14-2329,2023,Tazewell County Dialysis,"1021 Court Street, Suite A",Pekin,61554,2,45-5464717,"Total Renal Care, Inc",For Profit Corporation,Tiffany Overbey,Dr. Ahsan Usman,Nazim F Habib and Shehnaz N Habib,20332 Via Sansovino,"Porter Ranch, CA 91326",,,,,,,,,,,,,,,,,,,,35,2.06,2.18,0.3,0.2,0,0,0.7,5.44,Facility Administrator 0.7 FTE,8,8,8,8,8,8,1,215,448,2,2,2,2,2,2,2,0,No,0,11,11,11,11,11,11,0,14,8,15,9,15,9,27,28,55,14,14,1,1,0,0,6,4,0,3,17,1,31,5,0,1,55,0,0,0,2,3,5,16,8,24,10,9,19,3,4,7,31,24,55,1,0,10,0,44,,55,4,51,0,55,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$6,277.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386574.34,5753.73,831162.44,238680.5,,1462171.01,17,1,31,5,0,4320,1,,,,,,,,,,4122
14-2875,2023,Timber Creek,1001 S. Annie Glidden Rd.,Dekalb,60115,1,68-0555135,Dialysis of Northern Illinois,Limited Liability Company,Brittney Donaldson,Bindu Pavithran,Donald Meyer,11501 Northlake Dr.,"Cincinnati, OH 45249",,,,,Rockford Nephrology,J.V Partner,Ownership Interest,,,,,,,,,,,,,30,3,5,0.25,0.25,0,1,1,10.5,AA and BioMed,12,12,12,12,12,12,0,210,127,2,2,1,2,1,2,1,0,No,0,10.5,6,10.5,6,10.5,6,0,18,9,18,10,20,8,0,22,59,13,15,0,0,2,1,8,0,0,0,47,7,1,4,0,0,59,0,0,0,2,4,6,15,8,23,5,15,20,4,6,10,26,33,59,0,0,18,0,28,13,59,11,47,1,59,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$12,383.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,613624.29,22135,710693.43,691298.92,0,2037751.64,47,7,1,4,0,0,0,,,,,,,,,,3823
14-2698,2023,TRC Children's Dialysis Center,1333 N. Kingsbury St.  Suite 100,Chicago,60642,6,95-3372911,"DaVita, Inc.",For Profit Corporation,Kathleen Ortiz,Mahima Keswani,North Kingsbury Chicago Real Estate,250 S. Wacker Dr. Suite 200,"Chicago, IL  60606",Holding Inc.,,,,,,,,,,,,,,,,,,,40,5,2,0.8,0.4,0,2,0,10.2,AA and FA,8,8,8,8,7,6,,300,0,2,2,0,2,0,2,0,0,No,0,10,0,10,0,10,0,0,8,0,7,0,7,0,7,11,21,14,0,1,0,3,4,3,0,0,1,,18,,3,,,21,3,7,10,7,4,11,,,0,,,0,,,0,10,11,21,,,6,,15,,21,12,9,,21,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$13,107.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94140.09,80959.85,764041.38,1133806.53,,2072947.85,0,18,0,3,0,0,0,,,,,,,,,,1355
14-2714,2023,"Tri-Cities Dialysis, LLC",306 Randall Rd.,Geneva,60134,8,60134,"Renaissance Management, LLC",Limited Liability Company,Elaine Stagen,Dr. Harry Rubinstein,Northwestern Medicine Holdings Co,300 Randall Rd.,"Geneva, IL 60134",,,,,"Fox Valley Dialysis, Il",Member,Financial/Equity 51%,Northwestern Memorial Holdings Co,Member,Financial/Equity 49%,"Renaissance Management Co., LLC",Affiliate,Employee Lease & Mgmt. Agreement,"Fox Valley Medical Associate, Ltd.",Affiliate,Medical Director Agreement,"Fox Valley Dialysis, Ltd.",Affiliate,None,40,4.3,7.4,1,0.47,0,0,1.97,15.14,Other Non Health-Related Professionals: Biomedical Technicians & Clerical,20,20,20,20,17,16,16,226,112,3,3,2,3,2,3,2,0,No,0,16,12,16,12,16,12,0,43,28,41,26,41,30,69,72,110,39,1,0,1,6,5,15,2,0,10,86,7,0,17,0,0,110,0,0,0,3,3,6,19,7,26,18,10,28,29,21,50,69,41,110,4,0,8,0,98,,110,11,99,0,110,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2708576,63715,0,1339772,,4112063,86,7,0,17,0,0,0,,,,,,,,,,10495
14-2644,2023,University of Illinois Hospital Dialysis,1859 West Taylor Street,Chicago,60612,6,37-6000511,The Board of Trustees of the University of Illinois,Other Government,Mary Ann Medina,Dr. Claudia M. Lora,The Board of Trustees of the University of Illinois -,506 South Wright Street,Urbana IL 61801,,,,,University of Illinois Hospital and Health Sciences System / UI Health,Parent - Hospital Based,Parent,,,,,,,,,,,,,40,9.5,20.1,2,1,1,15,7.1,55.7,"Nephrologists=6, 
Renal Fellows=8,
Pharmacist=1,
Office Manager=.9,
Customer Service Assistants=2.7,
Clinical Engineer/Biomed Tech=1.0
Equipment Attendant=0.7
Business Admin. Asso.=0.9",26,26,26,26,24,24,24,240,1718,3,3,3,3,3,3,3,0,No,0,18,18,18,18,18,18,0,55,48,49,50,55,53,105,104,104,37,0,0,3,0,6,19,1,0,12,66,23,0,15,0,0,104,0,0,0,7,11,18,23,23,46,13,9,22,7,11,18,50,54,104,1,0,66,0,37,0,104,34,70,0,104,7/1/2022,6/30/2023,Audited Financial Statements,"$208,391,381.00",ADA Inpatient Room Renovation,3993203,Cash,C22007,New Lobby SW Atrium,3670891,Cash,C14046,Integrated Information Infrastructur,1431520,Cash,,Pathology Lab Expansion,1427327,Cash,,Cebtral Sterile Expansion,1275194,Cash,,Hospital Bone Marrow Fan Replace,1040205,Cash,C21018,Hospital Dock and ED Entrance,711885,Cash,C20083,Hospital ED New CT Scanner,704755,Cash,C18020,,,258413112,2762254,827459,0,551739,,4141452,66,23,0,15,0,0,0,,,,,,,,,,15196
14-2866,2023,US Renal Care Bolingbrook,396 Remington Boulevard,Bolingbrook,60440,9,45211907,US Renal Care,Limited Liability Company,T. DeShea Johnson,Dr. Mohammed Ahmed,Holladay Property Services,2710 Old Lebanon Road,"Nashville, Tennessee 37214",,,,,USRC Alliance,Partner,Majority,Advanced Home Therapy,Partner,Minority,BOAH,Partner,Minority,Extracorporeal Service,Partner,Minority,,,,40,3.6,4.5,0.75,1,0,0.5,1,11.35,"Biomed technician 0.5
Unit Clerk II 1.0",13,13,13,13,13,12,1,210,527,3,3,3,3,3,3,3,0,Off,0,13.5,13.5,13.5,13.5,13.5,13.5,0,33,28,29,27,33,29,64,65,95,26,15,1,0,8,9,17,3,1,4,45,1,0,49,0,0,95,0,0,0,3,5,8,20,11,31,17,8,25,12,19,31,52,43,95,7,0,32,0,40,16,95,12,79,4,95,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1353430,13052,156327,1532704,11,3055524,45,1,0,49,0,0,0,,,,,,,,,,8947
14-2848,2023,US Renal Care Scottsdale,4651 West 79th Street,Chicago,60652,6,45-3040157,US Renal Care,Other For Profit,Annie Wilson,Jeanette McLaughlin,A & R Katz,3175 Commercial Ave. Suite 100,Northbrook Illinois 60062-1923,,,,,,,,,,,,,,,,,,,,40,1,1,0.75,0.75,0,1,1,5.5,"Bio Med Tech
Unit Clerk",36,36,36,36,28,26,0,240,1146,2,2,2,2,2,2,2,0,No,0,13,13,13,13,13,13,0,48,37,50,37,49,39,79,82,115,34,5,0,0,2,9,16,0,0,9,40,3,0,72,0,0,115,0,0,0,9,5,14,32,13,45,13,17,30,9,17,26,63,52,115,0,1,59,0,27,28,115,23,87,5,115,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1362121.04,57261.7,270393.96,2106591.49,10140,3806508.19,40,3,0,72,0,0,0,,,,,,,,,,11415
14-2872,2023,US RENAL CARE VILLA PARK,200 E NORTH AVE,Villa Park,60181,7,61-1682658,US RENAL ACRE,Limited Liability Partnership,Richard Espinosa,MICHAEL COHAN,ROYAL PLAZA INVESTMENTS,11 S LaGRANGE,ILLINOIS,,,,,USRC ALLIANCE,PARTNER,MAJORITY,MICHAEL COHAN MD,PARTNER,MINORITY,MARTIN KITTAKA MD,PARTNER,MINORITY,ADVANCE HOME THERAPIES,PARTNER,MINORITY,,,,40,3,3.5,0.5,0.5,0,0,1,8.5,"BIO MEDICAL TECHNICIAN 0.5

UNIT CLERK   0.5",13,13,13,13,13,13,13,210,632,3,3,2,3,2,3,2,0,No,0,13,8.5,13,8.5,13,8.5,0,34,21,32,20,32,22,54,54,78,21,5,1,0,2,4,14,0,0,7,35,0,0,27,0,0,62,0,0,0,3,1,4,13,10,23,15,8,23,18,16,34,49,35,84,4,0,15,2,41,22,84,16,62,6,84,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,688831,5705,89206,1060877,0,1844619,35,0,0,27,0,0,0,,,,,,,,,,7472
14-2552,2023,USRC Hickory Hills,9640  Roberts Rd  Suite B-3A,Hickory Hills,60457,7,352572022,USRenalcare,For Profit Corporation,Nancy Vanek Hughes,Dr. Natalie Selk,CP Management,"830 S. Buffalo Grove, Suite 106","Buffalo Grove, IL  60089",,,,,"MVNY Partners,LLC",owner,JV partner,,,,,,,,,,,,,40,2.25,3,0.5,0.5,0,1,0,7.25,unit clerk and biomed,13,13,13,13,13,12,0,210,595,2,2,2,2,2,2,2,0,No,0,10,10,10,10,10,10,0,21,15,21,12,21,17,41,45,67,25,2,0,0,0,5,10,0,0,8,28,1,0,38,0,0,67,0,0,0,1,3,4,11,5,16,17,8,25,15,7,22,44,23,67,0,0,10,0,48,9,67,6,58,3,67,0101/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,950343,15000,55833,901004,,1922180,28,1,0,38,0,0,0,,,,,,,,,,5310
14-2867,2023,USRC OAK BROOK,1201 B-BUTTERFIELD ROAD,Downers Grove,60515,7,45-2119444,US RENAL CARE,Limited Liability Partnership,Helen Powell,ANIS  RAUF,CEDAR ST COMMERCIAL,351 W CHICAGO,"CHICAGO, ILLINOIS 60654",,,,,USRC ALLIANCE,PARTNER,MAJORITY PARTNER,ADVANCED AHAOME THERAPIES,PARTNER,MAJORITY PARTNER,BOAH GROUP,PARTNER,MAJORITY PARTNER,EXTRACORPORAL SERVICES,,,,,,40,2.75,3.75,0.5,0.6,0,0.5,0,8.1,"UNIT CLERK and BIOMED, BUT HAVE TIME DIVIDED IN OTHER AREA/CLINICS",13,13,13,13,13,13,13,210,540,2,,,,,,,,No,0,10,10,10,10,10,10,0,18,18,15,15,17,16,48,42,84,29,10,51,3,9,3,26,0,1,6,33,3,0,47,0,1,84,0,0,0,6,3,9,11,10,21,14,7,21,18,15,33,49,35,84,7,0,32,0,40,16,95,12,79,4,95,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,740237,47446,58365,1435631,32500,2314179,33,3,0,47,0,0,1,,,,,,,,,,5889
14-2852,2023,USRC STREAMWOOD,149 E. IRVING PARK RD.,Streamwood,60107,7,45-2119831,US RENALCARE,Limited Liability Partnership,Janice Viray,DR. KHURRAM SALEEM,PINETREE,40 SKOKIE BLVD,"NORTHBROOK, IL 60062",,,,,PARVEEN NAAZ,OWNER,JV PARTNER,SWITCHBACK GROUP,OWNER,JV PARTNER,DR. JORDAN LANG,OWNER,JV PARTNER,DR. MOHAMMED,OWNER,JV PARTNER,DR. ANIS RAUF,OWNER,JV PARTNER,40,2,3,0.25,0.25,0,0,1,6.5,"UNIT CLERK
BIOMEDICAL TECHNICIAN",13,13,13,13,13,12,1,210,308,3,3,0,3,0,3,0,0,No,0,13,0,13,0,13,0,0,33,0,31,0,26,0,35,30,50,13,3,0,0,0,2,14,1,0,4,22,1,0,27,0,0,50,0,0,0,0,2,2,16,5,21,7,8,15,12,10,22,35,25,60,12,0,7,4,18,19,60,18,41,1,60,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,688831.65,5705.63,89206.45,1060877.08,0,1844620.81,22,1,0,27,0,0,0,,,,,,,,,,4203
14-2561,2023,USRC WEST CHICAGO,112 W 87TH STREET N,Chicago,60620,6,364547038,US RENAL CARE,Limited Liability Company,Ebony Walton,ABRAHAM THOMAS,AZT CORPORATION,16000 DALLAS PARKWAY,DALLAS TX 75248,,,,,USRC ALLIANCE,PARTNER,MINORITY,USRC ALLIANCE,PARTNER,MARJORITY,,,,,,,,,,40,3.25,6.4,0.25,0.25,0,0,1,11.15,BIOMED 0.5,13,13,13,13,13,13,1,210,952,3,3,3,3,3,3,3,0,No,0,14.5,14.5,14.5,14.5,14.5,14.5,0,29,31,31,29,33,31,66,59,88,15,0,0,0,3,2,16,2,1,0,26,0,0,62,0,0,88,0,0,0,3,8,11,22,7,29,16,16,32,5,11,16,46,42,88,1,0,71,0,0,16,88,1,72,15,88,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,885925,13219,324174,2598549,9031,3830898,26,0,0,62,0,0,0,,,,,,,,,,11705
14-2511,2023,Vermilion County DaVita,26 E. West Newell Rd.,Danville,61834,4,1134583262,"Total Renal Care, INC",For Profit Corporation,Nikkia Boots,Erlandas Ulozas,Genesis KC Delvelopment,2000 16th St.,"Denver, CO 80202",,,,,,,,,,,,,,,,,,,,36,3,8,1,1,0,1,2,16,"Administrator assistant 
Facility Administrator
Biomed",12,12,12,12,12,12,0,208,662,3,3,2,3,2,3,2,0,No,0,12,10,12,10,12,10,0,20,18,26,20,27,19,51,55,81,16,3,0,0,0,5,12,1,0,6,53,16,0,12,0,0,81,0,0,0,5,3,8,27,7,34,9,10,19,16,4,20,57,24,81,,,23,,49,9,81,9,72,,81,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$6,685.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790276.06,30065.82,1178025.89,710673.41,,2709041.18,53,16,0,12,0,0,0,,,,,,,,,,7179
14-2568,2023,WASHINGTON HEIGHTS DIAlYSIS,10620 S HALSTED,Chicago,60628,6,82-083239,HAILSTONE DIALYSIS LLC,For Profit Corporation,Amanda Fisher,ADEL SAMAD,NOVOGRODER FRANKLIN HALSTEA,875 N MICHIGAN SUITE 3612,"CHICAGO, ILLINOIS 60611",,,,,,,,,,,,,,,,,,,,32,3,6,1,1,0,3,0,14,"1 FA
1 AA
1 BIOMED",16,16,16,16,16,16,1,210,1135,3,3,2,3,2,3,2,0,No,0,16,12,16,12,16,12,0,24,21,26,21,23,22,0,22,93,39,13,0,1,3,2,28,0,0,3,64,21,2,4,0,2,93,0,0,0,7,5,12,28,13,41,13,15,28,4,8,12,52,41,93,0,0,90,0,3,0,93,2,91,0,93,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$14,079.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,788211,48824,1406231,473439,0,2716705,64,21,2,4,0,17640,2,,,,,,,,,,7572
14-2650,2023,Waukgean Renal Center,3350 Grand Ave,Waukegan,60085,8,20-2694671,"ISD Renal, Inc.",For Profit Corporation,Allan Navarro,Salima Din,"Waukegan Plaza II, LLC c/o",200 West Madison Street Suite 4200,"Chicago, Illinois 60606","National Shopping Plazas, Inc",,,,,,,,,,,,,,,,,,,40,6,8,1,1,0,0,2,18,1 Administrative assistant and Biomed Technician.,24,24,24,24,24,24,1,217,498,5,3,2,3,2,3,2,0,No,0,16,12,16,12,16,12,0,46,33,48,30,50,33,107,95,132,36,2,0,1,1,8,22,2,0,5,81,27,7,16,0,1,132,0,0,0,15,9,24,29,20,49,26,16,42,11,6,17,81,51,132,6,1,46,2,77,,132,64,68,0,132,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$79,624.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1492567.53,394045.7,1642523.92,2515191.14,0,6044328.29,81,27,7,16,0,5040,1,,,,,,,,,,13059
14-2847,2023,WOODLAWN,5060 SOUTH STATE STREET,Chicago,60609,6,95-3372911,RENAL CARE,For Profit Corporation,Denise Siki,DR MARY HAMMES,MATANKY REALTY,200 N. LASALLE ST SUITE 235,CHICAGO IL 60601,,,,,,,,,,,,,,,,,,,,38,5,12,2,1,0,2,1,23,"1 BIOMED
1 ADMINISTRATIVE ASSISTANT
1 FACILITY ADMINISTRATOR",32,32,32,32,32,32,2,210,677,3,3,2,3,2,3,2,0,No,0,12,10,12,10,12,10,0,42,32,41,28,48,26,0,43,96,34,2,0,2,0,5,28,0,0,5,69,23,0,4,0,0,96,0,0,0,5,3,8,23,22,45,9,17,26,6,11,17,43,53,96,0,0,93,0,3,0,96,3,93,,96,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$13,067.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2062681.13,39806.01,2003786,688956,0,4795229.14,69,23,0,4,0,0,0,,,,,,,,,,"12,391"
